id,import_id,week_label,category,product_name,quantity,checked
1110,10,S2,🥫 Conserves & épicerie,Gingembre,9g,f
1111,10,S2,🥫 Conserves & épicerie,Moutarde,15g,f
1112,10,S2,🥫 Conserves & épicerie,Curry,10g,f
1113,10,S2,🥫 Conserves & épicerie,Chapelure,34g,f
1114,10,S2,🍎 Fruits & oléagineux,Amandes,180g,f
1115,10,S2,🍎 Fruits & oléagineux,Noix,20g,f
1116,10,S2,🍎 Fruits & oléagineux,Beurre de cacahuète,20g,f
1117,10,S2,🍎 Fruits & oléagineux,Pommes,450g,f
1118,10,S2,🍎 Fruits & oléagineux,Poires,320g,f
1119,10,S2,🍎 Fruits & oléagineux,Kiwis,100g,f
1120,10,S2,🍎 Fruits & oléagineux,Oranges,180g,f
1121,10,S2,🍎 Fruits & oléagineux,Clémentines,140g,f
1122,10,S3,🥩 Viandes & Poissons,Filet de poulet,730g,f
1123,10,S3,🥩 Viandes & Poissons,Saumon,360g,f
1124,10,S3,🥩 Viandes & Poissons,Filet de dinde,370g,f
1125,10,S3,🥩 Viandes & Poissons,Jambon,320g,f
1126,10,S3,🥩 Viandes & Poissons,Bœuf haché 5%,360g,f
1127,10,S3,🥩 Viandes & Poissons,Filet de porc,550g,f
1128,10,S3,🥩 Viandes & Poissons,Lardon fumé,45g,f
1129,10,S3,🥛 Produits laitiers,Skyr,2kg,f
1130,10,S3,🥛 Produits laitiers,Emmental,85g,f
1131,10,S3,🥛 Produits laitiers,Gruyère,45g,f
1132,10,S3,🥛 Produits laitiers,Mozzarella,115g,f
1133,10,S3,🥛 Produits laitiers,Parmesan,14g,f
1134,10,S3,🥛 Produits laitiers,Crème 15%,135g,f
1135,10,S3,🥛 Produits laitiers,Beurre,40g,f
1136,10,S3,🥛 Produits laitiers,Lait,140ml,f
1137,10,S3,🥔 Féculents,Riz,620g cuit,f
1138,10,S3,🥔 Féculents,Pâtes,380g cuites,f
1139,10,S3,🥔 Féculents,Pâtes complètes,580g cuites,f
1140,10,S3,🥔 Féculents,PDT,620g,f
1141,10,S3,🥔 Féculents,Semoule,380g cuite,f
1142,10,S3,🥔 Féculents,Tortilla wrap,175g,f
1143,10,S3,🥔 Féculents,Pain complet,300g,f
1144,10,S3,🥔 Féculents,Farine,80g,f
1145,10,S3,🥔 Féculents,Pâte brisée,130g,f
1146,10,S3,🥬 Légumes de saison,Brocoli,280g,f
1147,10,S3,🥬 Légumes de saison,Poireaux,540g,f
1148,10,S3,🥬 Légumes de saison,Navets,220g,f
1149,10,S3,🥬 Légumes de saison,Haricots verts,440g,f
1150,10,S3,🥬 Légumes de saison,Champignons,360g,f
1151,10,S3,🥬 Légumes de saison,Mâche,140g,f
1152,10,S3,🥬 Légumes de saison,Carottes,230g,f
1153,10,S3,🥬 Légumes de saison,Chou vert,140g,f
1154,10,S3,🥬 Légumes de saison,Salade verte,320g,f
1155,10,S3,🥬 Légumes de saison,Oignon,190g,f
1156,10,S3,🥬 Légumes de saison,Lentilles cuites,430g,f
1157,10,S3,🥬 Légumes de saison,Pois chiches conserve,180g,f
1158,10,S3,🥫 Conserves & épicerie,Passata,130g,f
1159,10,S3,🥫 Conserves & épicerie,Guacamole,55g,f
1160,10,S3,🥫 Conserves & épicerie,Moutarde,47g,f
1161,10,S3,🥫 Conserves & épicerie,Sauce soja,22ml,f
1162,10,S3,🥫 Conserves & épicerie,Gingembre,9g,f
1163,10,S3,🥫 Conserves & épicerie,Cumin,5g,f
1164,10,S3,🥫 Conserves & épicerie,Paprika,3.5g,f
1165,10,S3,🍎 Fruits & oléagineux,Amandes,180g,f
1166,10,S3,🍎 Fruits & oléagineux,Noix,20g,f
1167,10,S3,🍎 Fruits & oléagineux,Beurre de cacahuète,20g,f
1168,10,S3,🍎 Fruits & oléagineux,Pommes,450g,f
1169,10,S3,🍎 Fruits & oléagineux,Poires,320g,f
1170,10,S3,🍎 Fruits & oléagineux,Clémentines,280g,f
1171,10,S3,🍎 Fruits & oléagineux,Kiwis,200g,f
1172,11,S1,🥩 Viandes & Poissons,Saucisses de porc,400g,f
1173,11,S1,🥩 Viandes & Poissons,Cuisses de poulet,600g,f
1174,11,S1,🥩 Viandes & Poissons,Filet de poulet,540g,f
1175,11,S1,🥩 Viandes & Poissons,Saumon,360g (200+160),f
1176,11,S1,🥩 Viandes & Poissons,Steak haché 5%,560g,f
1177,11,S1,🥩 Viandes & Poissons,Jambon,280g,f
1178,11,S1,🥩 Viandes & Poissons,Lardons dinde,280g,f
1179,11,S1,🥛 Produits laitiers,Skyr,2kg,f
1180,11,S1,🥛 Produits laitiers,Emmental,75g,f
1181,11,S1,🥛 Produits laitiers,Cheddar,45g,f
1182,11,S1,🥛 Produits laitiers,Parmesan,40g,f
1183,11,S1,🥛 Produits laitiers,Gruyère,40g,f
1184,11,S1,🥛 Produits laitiers,Beurre,30g,f
1185,11,S1,🥛 Produits laitiers,Lait,80ml,f
1186,11,S1,🥔 Féculents,Riz,440g cuit,f
1187,11,S1,🥔 Féculents,Semoule,370g cuite,f
1188,11,S1,🥔 Féculents,Pâtes,200g cuites,f
1189,11,S1,🥔 Féculents,PDT,1.2kg,f
1190,11,S1,🥔 Féculents,Grenaille,600g,f
1191,11,S1,🥔 Féculents,Pain complet,350g,f
1192,11,S1,🥔 Féculents,Pain burger,150g,f
1193,11,S1,🥬 Légumes de saison,Poivrons conserve,300g,f
1194,11,S1,🥬 Légumes de saison,Oignon,450g,f
1195,11,S1,🥬 Légumes de saison,Carottes,180g,f
1196,11,S1,🥬 Légumes de saison,Brocoli,440g,f
1197,11,S1,🥬 Légumes de saison,Endives,450g (7),f
1198,11,S1,🥬 Légumes de saison,Mâche,160g,f
1199,11,S1,🥬 Légumes de saison,Haricots verts,540g,f
1200,11,S1,🥬 Légumes de saison,Salade verte,200g,f
1201,11,S1,🥬 Légumes de saison,Tomates cerise,90g,f
1202,11,S1,🥬 Légumes de saison,Lentilles vertes,250g sèches,f
1203,11,S1,🥬 Légumes de saison,Lentilles cuites,200g,f
1204,11,S1,🥫 Conserves & épicerie,Passata,950g,f
1205,11,S1,🥫 Conserves & épicerie,Concentré tomate,20g,f
1206,11,S1,🥫 Conserves & épicerie,Gingembre frais,15g,f
1207,11,S1,🥫 Conserves & épicerie,Sauce soja,22ml,f
1208,11,S1,🥫 Conserves & épicerie,Miel,22g,f
1209,11,S1,🥫 Conserves & épicerie,Moutarde,18g,f
1210,11,S1,🥫 Conserves & épicerie,Cornichons,35g,f
1211,11,S1,🥫 Conserves & épicerie,Ketchup,18g,f
1212,11,S1,🥫 Conserves & épicerie,Cumin,5g,f
1213,11,S1,🍎 Fruits & oléagineux,Amandes,180g,f
1214,11,S1,🍎 Fruits & oléagineux,Noix,20g,f
1215,11,S1,🍎 Fruits & oléagineux,Beurre de cacahuète,20g,f
1216,11,S1,🍎 Fruits & oléagineux,Pommes,300g,f
1217,11,S1,🍎 Fruits & oléagineux,Poires,320g,f
1218,11,S1,🍎 Fruits & oléagineux,Kiwis,200g,f
1219,11,S1,🍎 Fruits & oléagineux,Clémentines,280g,f
1220,11,S1,🍎 Fruits & oléagineux,Oranges,180g,f
1221,11,S2,🥩 Viandes & Poissons,Bœuf haché 5%,860g,f
1222,11,S2,🥩 Viandes & Poissons,Filet de porc,370g,f
1223,11,S2,🥩 Viandes & Poissons,Cabillaud,370g,f
1224,11,S2,🥩 Viandes & Poissons,Filet de poulet,990g,f
1225,11,S2,🥩 Viandes & Poissons,Jambon,205g,f
1226,11,S2,🥩 Viandes & Poissons,Bœuf haché 5%,360g,f
1227,11,S2,🥛 Produits laitiers,Skyr,2kg,f
1228,11,S2,🥛 Produits laitiers,Emmental,35g,f
1229,11,S2,🥛 Produits laitiers,Parmesan,62g,f
1230,11,S2,🥛 Produits laitiers,Gruyère,65g,f
1231,11,S2,🥛 Produits laitiers,Crème 15%,125g,f
1232,11,S2,🥛 Produits laitiers,Beurre,30g,f
1233,11,S2,🥛 Produits laitiers,Lait coco,100g,f
1234,11,S2,🥛 Produits laitiers,Lait,140ml,f
1235,11,S2,🥔 Féculents,Pâtes complètes,400g cuites,f
1236,11,S2,🥔 Féculents,PDT,740g,f
1237,11,S2,🥔 Féculents,Riz,640g cuit,f
1238,11,S2,🥔 Féculents,Frites four,400g,f
1239,11,S2,🥔 Féculents,Naan,150g,f
1240,11,S2,🥔 Féculents,Pâtes,340g cuites,f
1241,11,S2,🥔 Féculents,Polenta,360g cuite,f
1242,11,S2,🥔 Féculents,Pain complet,300g,f
1243,11,S2,🥔 Féculents,Farine,55g,f
1244,11,S2,🥬 Légumes de saison,Carottes,330g,f
1245,11,S2,🥬 Légumes de saison,Champignons,300g,f
1246,11,S2,🥬 Légumes de saison,Poireaux,270g,f
1247,11,S2,🥬 Légumes de saison,Betteraves,180g,f
1248,11,S2,🥬 Légumes de saison,Mâche,140g,f
1249,11,S2,🥬 Légumes de saison,Brocoli,270g,f
1250,11,S2,🥬 Légumes de saison,Chou-fleur,370g,f
1251,11,S2,🥬 Légumes de saison,Oignon,350g,f
1252,11,S2,🥬 Légumes de saison,Salade verte,200g,f
1253,11,S2,🥬 Légumes de saison,Lentilles vertes,130g sèches,f
1254,11,S2,🥬 Légumes de saison,Haricots verts,140g,f
1255,11,S2,🥬 Légumes de saison,Olives,25g,f
1256,11,S2,🥬 Légumes de saison,Pois chiches conserve,140g,f
1257,11,S2,🥬 Légumes de saison,Petits pois,80g,f
1258,11,S2,🥫 Conserves & épicerie,Passata,470g,f
1259,11,S2,🥫 Conserves & épicerie,Concentré tomate,15g,f
1260,11,S2,🥫 Conserves & épicerie,Sauce soja,22ml,f
1261,11,S2,🥫 Conserves & épicerie,Miel,11g,f
1262,11,S2,🥫 Conserves & épicerie,Gingembre,9g,f
1263,11,S2,🥫 Conserves & épicerie,Moutarde,15g,f
1264,11,S2,🥫 Conserves & épicerie,Curry,10g,f
1265,11,S2,🥫 Conserves & épicerie,Chapelure,34g,f
1266,11,S2,🍎 Fruits & oléagineux,Amandes,180g,f
1267,11,S2,🍎 Fruits & oléagineux,Noix,20g,f
1268,11,S2,🍎 Fruits & oléagineux,Beurre de cacahuète,20g,f
1269,11,S2,🍎 Fruits & oléagineux,Pommes,450g,f
1270,11,S2,🍎 Fruits & oléagineux,Poires,320g,f
1271,11,S2,🍎 Fruits & oléagineux,Kiwis,100g,f
1272,11,S2,🍎 Fruits & oléagineux,Oranges,180g,f
1273,11,S2,🍎 Fruits & oléagineux,Clémentines,140g,f
1274,11,S3,🥩 Viandes & Poissons,Filet de poulet,730g,f
1275,11,S3,🥩 Viandes & Poissons,Saumon,360g,f
1276,11,S3,🥩 Viandes & Poissons,Filet de dinde,370g,f
1277,11,S3,🥩 Viandes & Poissons,Jambon,320g,f
1278,11,S3,🥩 Viandes & Poissons,Bœuf haché 5%,360g,f
1279,11,S3,🥩 Viandes & Poissons,Filet de porc,550g,f
1280,11,S3,🥩 Viandes & Poissons,Lardon fumé,45g,f
1281,11,S3,🥛 Produits laitiers,Skyr,2kg,f
1282,11,S3,🥛 Produits laitiers,Emmental,85g,f
1283,11,S3,🥛 Produits laitiers,Gruyère,45g,f
1284,11,S3,🥛 Produits laitiers,Mozzarella,115g,f
1285,11,S3,🥛 Produits laitiers,Parmesan,14g,f
1286,11,S3,🥛 Produits laitiers,Crème 15%,135g,f
1287,11,S3,🥛 Produits laitiers,Beurre,40g,f
1288,11,S3,🥛 Produits laitiers,Lait,140ml,f
1289,11,S3,🥔 Féculents,Riz,620g cuit,f
1290,11,S3,🥔 Féculents,Pâtes,380g cuites,f
1291,11,S3,🥔 Féculents,Pâtes complètes,580g cuites,f
1292,11,S3,🥔 Féculents,PDT,620g,f
1293,11,S3,🥔 Féculents,Semoule,380g cuite,f
1294,11,S3,🥔 Féculents,Tortilla wrap,175g,f
1295,11,S3,🥔 Féculents,Pain complet,300g,f
1296,11,S3,🥔 Féculents,Farine,80g,f
1297,11,S3,🥔 Féculents,Pâte brisée,130g,f
1298,11,S3,🥬 Légumes de saison,Brocoli,280g,f
1299,11,S3,🥬 Légumes de saison,Poireaux,540g,f
1300,11,S3,🥬 Légumes de saison,Navets,220g,f
1301,11,S3,🥬 Légumes de saison,Haricots verts,440g,f
1302,11,S3,🥬 Légumes de saison,Champignons,360g,f
1303,11,S3,🥬 Légumes de saison,Mâche,140g,f
1304,11,S3,🥬 Légumes de saison,Carottes,230g,f
1305,11,S3,🥬 Légumes de saison,Chou vert,140g,f
1306,11,S3,🥬 Légumes de saison,Salade verte,320g,f
1307,11,S3,🥬 Légumes de saison,Oignon,190g,f
1308,11,S3,🥬 Légumes de saison,Lentilles cuites,430g,f
1309,11,S3,🥬 Légumes de saison,Pois chiches conserve,180g,f
1310,11,S3,🥫 Conserves & épicerie,Passata,130g,f
1311,11,S3,🥫 Conserves & épicerie,Guacamole,55g,f
1312,11,S3,🥫 Conserves & épicerie,Moutarde,47g,f
1313,11,S3,🥫 Conserves & épicerie,Sauce soja,22ml,f
1314,11,S3,🥫 Conserves & épicerie,Gingembre,9g,f
1315,11,S3,🥫 Conserves & épicerie,Cumin,5g,f
1316,11,S3,🥫 Conserves & épicerie,Paprika,3.5g,f
1317,11,S3,🍎 Fruits & oléagineux,Amandes,180g,f
1318,11,S3,🍎 Fruits & oléagineux,Noix,20g,f
1319,11,S3,🍎 Fruits & oléagineux,Beurre de cacahuète,20g,f
1320,11,S3,🍎 Fruits & oléagineux,Pommes,450g,f
1321,11,S3,🍎 Fruits & oléagineux,Poires,320g,f
1322,11,S3,🍎 Fruits & oléagineux,Clémentines,280g,f
1323,11,S3,🍎 Fruits & oléagineux,Kiwis,200g,f
